cell,ix,iy,xc,yc,isFluidCell,isSolidCell,nFluid,mass
3765,53,30,0.8203125,0.4609375,1,0,28,28
3766,54,30,0.8359375,0.4609375,1,0,22,22
3767,55,30,0.8515625,0.4609375,1,0,26,26
3768,56,30,0.8671875,0.4609375,1,0,20,20
3769,57,30,0.8828125,0.4609375,1,0,17,17
3770,58,30,0.8984375,0.4609375,1,0,16,16
3771,59,30,0.9140625,0.4609375,1,0,24,24
3772,60,30,0.9296875,0.4609375,1,0,18,18
3773,61,30,0.9453125,0.4609375,1,0,15,15
3774,62,30,0.9609375,0.4609375,1,0,9,9
3775,63,30,0.9765625,0.4609375,1,0,15,15
3776,64,30,0.9921875,0.4609375,1,0,19,19
3777,65,30,1.0078125,0.4609375,1,0,22,22
3778,66,30,1.0234375,0.4609375,1,0,22,22
3779,67,30,1.0390625,0.4609375,1,0,29,29
3780,68,30,1.0546875,0.4609375,1,0,29,29
3781,69,30,1.0703125,0.4609375,1,0,30,30
3782,70,30,1.0859375,0.4609375,1,0,15,15
3783,71,30,1.1015625,0.4609375,1,0,15,15
3784,72,30,1.1171875,0.4609375,1,0,20,20
3785,73,30,1.1328125,0.4609375,1,0,9,9
3786,74,30,1.1484375,0.4609375,1,0,23,23
3787,75,30,1.1640625,0.4609375,1,0,22,22
3788,76,30,1.1796875,0.4609375,1,0,35,35
3789,77,30,1.1953125,0.4609375,1,0,25,25
3790,78,30,1.2109375,0.4609375,1,0,13,13
3791,79,30,1.2265625,0.4609375,1,0,15,15
3792,80,30,1.2421875,0.4609375,1,0,24,24
3793,81,30,1.2578125,0.4609375,1,0,25,25
3794,82,30,1.2734375,0.4609375,1,0,28,28
3795,83,30,1.2890625,0.4609375,1,0,28,28
3796,84,30,1.3046875,0.4609375,1,0,25,25
3797,85,30,1.3203125,0.4609375,1,0,16,16
3798,86,30,1.3359375,0.4609375,1,0,18,18
3799,87,30,1.3515625,0.4609375,1,0,23,23
3800,88,30,1.3671875,0.4609375,1,0,18,18
3801,89,30,1.3828125,0.4609375,1,0,24,24
3802,90,30,1.3984375,0.4609375,1,0,21,21
3803,91,30,1.4140625,0.4609375,1,0,20,20
3804,92,30,1.4296875,0.4609375,1,0,19,19
3805,93,30,1.4453125,0.4609375,1,0,13,13
3806,94,30,1.4609375,0.4609375,1,0,24,24
3807,95,30,1.4765625,0.4609375,1,0,21,21
3808,96,30,1.4921875,0.4609375,1,0,14,14
3809,97,30,1.5078125,0.4609375,1,0,15,15
3810,98,30,1.5234375,0.4609375,1,0,30,30
3811,99,30,1.5390625,0.4609375,1,0,18,18
3812,100,30,1.5546875,0.4609375,1,0,22,22
3813,101,30,1.5703125,0.4609375,1,0,11,11
3814,102,30,1.5859375,0.4609375,1,0,20,20
3815,103,30,1.6015625,0.4609375,1,0,21,21
3816,104,30,1.6171875,0.4609375,1,0,8,8
3817,105,30,1.6328125,0.4609375,1,0,28,28
3818,106,30,1.6484375,0.4609375,1,0,28,28
3819,107,30,1.6640625,0.4609375,1,0,12,12
3820,108,30,1.6796875,0.4609375,1,0,23,23
3821,109,30,1.6953125,0.4609375,1,0,18,18
3822,110,30,1.7109375,0.4609375,1,0,17,17
3823,111,30,1.7265625,0.4609375,1,0,15,15
3824,112,30,1.7421875,0.4609375,1,0,14,14
3825,113,30,1.7578125,0.4609375,1,0,16,16
3826,114,30,1.7734375,0.4609375,1,0,19,19
3827,115,30,1.7890625,0.4609375,1,0,15,15
3828,116,30,1.8046875,0.4609375,1,0,15,15
3829,117,30,1.8203125,0.4609375,1,0,7,7
3830,118,30,1.8359375,0.4609375,1,0,19,19
3831,119,30,1.8515625,0.4609375,1,0,23,23
3832,120,30,1.8671875,0.4609375,1,0,23,23
3833,121,30,1.8828125,0.4609375,1,0,29,29
3834,122,30,1.8984375,0.4609375,1,0,9,9
3835,123,30,1.9140625,0.4609375,1,0,16,16
3836,124,30,1.9296875,0.4609375,1,0,23,23
3837,125,30,1.9453125,0.4609375,1,0,17,17
3838,126,30,1.9609375,0.4609375,1,0,18,18
3839,127,30,1.9765625,0.4609375,1,0,19,19
3840,128,30,1.9921875,0.4609375,1,0,12,12
3841,1,31,0.0078125,0.4765625,1,0,22,22
3842,2,31,0.0234375,0.4765625,1,0,21,21
3843,3,31,0.0390625,0.4765625,1,0,13,13
3844,4,31,0.0546875,0.4765625,1,0,27,27
3845,5,31,0.0703125,0.4765625,1,0,24,24
3846,6,31,0.0859375,0.4765625,1,0,25,25
3847,7,31,0.1015625,0.4765625,1,0,10,10
3848,8,31,0.1171875,0.4765625,1,0,21,21
3849,9,31,0.1328125,0.4765625,1,0,30,30
3850,10,31,0.1484375,0.4765625,1,0,17,17
3851,11,31,0.1640625,0.4765625,1,0,20,20
3852,12,31,0.1796875,0.4765625,1,0,20,20
3853,13,31,0.1953125,0.4765625,1,0,19,19
3854,14,31,0.2109375,0.4765625,1,0,15,15
3855,15,31,0.2265625,0.4765625,1,0,18,18
3856,16,31,0.2421875,0.4765625,1,0,26,26
3857,17,31,0.2578125,0.4765625,0,1,0,0
3858,18,31,0.2734375,0.4765625,0,1,0,0
3859,19,31,0.2890625,0.4765625,0,1,0,0
3860,20,31,0.3046875,0.4765625,0,1,0,0
3861,21,31,0.3203125,0.4765625,0,1,0,0
3862,22,31,0.3359375,0.4765625,0,1,0,0
3863,23,31,0.3515625,0.4765625,0,1,0,0
3864,24,31,0.3671875,0.4765625,0,1,0,0
3865,25,31,0.3828125,0.4765625,0,1,0,0
3866,26,31,0.3984375,0.4765625,0,1,0,0
3867,27,31,0.4140625,0.4765625,0,1,0,0
3868,28,31,0.4296875,0.4765625,0,1,0,0
3869,29,31,0.4453125,0.4765625,0,1,0,0
3870,30,31,0.4609375,0.4765625,0,1,0,0
3871,31,31,0.4765625,0.4765625,0,1,0,0
3872,32,31,0.4921875,0.4765625,0,1,0,0
3873,33,31,0.5078125,0.4765625,1,0,13,13
3874,34,31,0.5234375,0.4765625,1,0,11,11
3875,35,31,0.5390625,0.4765625,1,0,15,15
3876,36,31,0.5546875,0.4765625,1,0,19,19
3877,37,31,0.5703125,0.4765625,1,0,21,21
3878,38,31,0.5859375,0.4765625,1,0,13,13
3879,39,31,0.6015625,0.4765625,1,0,22,22
3880,40,31,0.6171875,0.4765625,1,0,15,15
3881,41,31,0.6328125,0.4765625,1,0,24,24
3882,42,31,0.6484375,0.4765625,1,0,14,14
3883,43,31,0.6640625,0.4765625,1,0,11,11
3884,44,31,0.6796875,0.4765625,1,0,34,34
3885,45,31,0.6953125,0.4765625,1,0,21,21
3886,46,31,0.7109375,0.4765625,1,0,26,26
3887,47,31,0.7265625,0.4765625,1,0,17,17
3888,48,31,0.7421875,0.4765625,1,0,14,14
3889,49,31,0.7578125,0.4765625,1,0,10,10
3890,50,31,0.7734375,0.4765625,1,0,28,28
3891,51,31,0.7890625,0.4765625,1,0,18,18
3892,52,31,0.8046875,0.4765625,1,0,23,23
3893,53,31,0.8203125,0.4765625,1,0,17,17
3894,54,31,0.8359375,0.4765625,1,0,9,9
3895,55,31,0.8515625,0.4765625,1,0,11,11
3896,56,31,0.8671875,0.4765625,1,0,16,16
3897,57,31,0.8828125,0.4765625,1,0,10,10
3898,58,31,0.8984375,0.4765625,1,0,22,22
3899,59,31,0.9140625,0.4765625,1,0,15,15
3900,60,31,0.9296875,0.4765625,1,0,15,15
3901,61,31,0.9453125,0.4765625,1,0,22,22
3902,62,31,0.9609375,0.4765625,1,0,11,11
3903,63,31,0.9765625,0.4765625,1,0,20,20
3904,64,31,0.9921875,0.4765625,1,0,13,13
3905,65,31,1.0078125,0.4765625,1,0,21,21
3906,66,31,1.0234375,0.4765625,1,0,21,21
3907,67,31,1.0390625,0.4765625,1,0,23,23
3908,68,31,1.0546875,0.4765625,1,0,15,15
3909,69,31,1.0703125,0.4765625,1,0,21,21
3910,70,31,1.0859375,0.4765625,1,0,17,17
3911,71,31,1.1015625,0.4765625,1,0,19,19
3912,72,31,1.1171875,0.4765625,1,0,27,27
3913,73,31,1.1328125,0.4765625,1,0,22,22
3914,74,31,1.1484375,0.4765625,1,0,26,26
3915,75,31,1.1640625,0.4765625,1,0,21,21
3916,76,31,1.1796875,0.4765625,1,0,20,20
3917,77,31,1.1953125,0.4765625,1,0,7,7
3918,78,31,1.2109375,0.4765625,1,0,9,9
3919,79,31,1.2265625,0.4765625,1,0,22,22
3920,80,31,1.2421875,0.4765625,1,0,21,21
3921,81,31,1.2578125,0.4765625,1,0,17,17
3922,82,31,1.2734375,0.4765625,1,0,21,21
3923,83,31,1.2890625,0.4765625,1,0,20,20
3924,84,31,1.3046875,0.4765625,1,0,12,12
3925,85,31,1.3203125,0.4765625,1,0,21,21
3926,86,31,1.3359375,0.4765625,1,0,26,26
3927,87,31,1.3515625,0.4765625,1,0,13,13
3928,88,31,1.3671875,0.4765625,1,0,14,14
3929,89,31,1.3828125,0.4765625,1,0,12,12
3930,90,31,1.3984375,0.4765625,1,0,24,24
3931,91,31,1.4140625,0.4765625,1,0,7,7
3932,92,31,1.4296875,0.4765625,1,0,30,30
3933,93,31,1.4453125,0.4765625,1,0,16,16
3934,94,31,1.4609375,0.4765625,1,0,26,26
3935,95,31,1.4765625,0.4765625,1,0,5,5
3936,96,31,1.4921875,0.4765625,1,0,21,21
3937,97,31,1.5078125,0.4765625,1,0,30,30
3938,98,31,1.5234375,0.4765625,1,0,20,20
3939,99,31,1.5390625,0.4765625,1,0,16,16
3940,100,31,1.5546875,0.4765625,1,0,21,21
3941,101,31,1.5703125,0.4765625,1,0,23,23
3942,102,31,1.5859375,0.4765625,1,0,13,13
3943,103,31,1.6015625,0.4765625,1,0,10,10
3944,104,31,1.6171875,0.4765625,1,0,24,24
3945,105,31,1.6328125,0.4765625,1,0,16,16
3946,106,31,1.6484375,0.4765625,1,0,22,22
3947,107,31,1.6640625,0.4765625,1,0,23,23
3948,108,31,1.6796875,0.4765625,1,0,11,11
3949,109,31,1.6953125,0.4765625,1,0,23,23
3950,110,31,1.7109375,0.4765625,1,0,24,24
3951,111,31,1.7265625,0.4765625,1,0,16,16
3952,112,31,1.7421875,0.4765625,1,0,26,26
3953,113,31,1.7578125,0.4765625,1,0,18,18
3954,114,31,1.7734375,0.4765625,1,0,28,28
3955,115,31,1.7890625,0.4765625,1,0,15,15
3956,116,31,1.8046875,0.4765625,1,0,24,24
3957,117,31,1.8203125,0.4765625,1,0,21,21
3958,118,31,1.8359375,0.4765625,1,0,24,24
3959,119,31,1.8515625,0.4765625,1,0,29,29
3960,120,31,1.8671875,0.4765625,1,0,27,27
3961,121,31,1.8828125,0.4765625,1,0,32,32
3962,122,31,1.8984375,0.4765625,1,0,23,23
3963,123,31,1.9140625,0.4765625,1,0,19,19
3964,124,31,1.9296875,0.4765625,1,0,31,31
3965,125,31,1.9453125,0.4765625,1,0,13,13
3966,126,31,1.9609375,0.4765625,1,0,11,11
3967,127,31,1.9765625,0.4765625,1,0,13,13
3968,128,31,1.9921875,0.4765625,1,0,15,15
3969,1,32,0.0078125,0.4921875,1,0,23,23
3970,2,32,0.0234375,0.4921875,1,0,15,15
3971,3,32,0.0390625,0.4921875,1,0,18,18
3972,4,32,0.0546875,0.4921875,1,0,32,32
3973,5,32,0.0703125,0.4921875,1,0,25,25
3974,6,32,0.0859375,0.4921875,1,0,24,24
3975,7,32,0.1015625,0.4921875,1,0,29,29
3976,8,32,0.1171875,0.4921875,1,0,16,16
3977,9,32,0.1328125,0.4921875,1,0,17,17
3978,10,32,0.1484375,0.4921875,1,0,19,19
3979,11,32,0.1640625,0.4921875,1,0,25,25
3980,12,32,0.1796875,0.4921875,1,0,23,23
3981,13,32,0.1953125,0.4921875,1,0,14,14
3982,14,32,0.2109375,0.4921875,1,0,20,20
3983,15,32,0.2265625,0.4921875,1,0,10,10
3984,16,32,0.2421875,0.4921875,1,0,5,5
3985,17,32,0.2578125,0.4921875,0,1,0,0
3986,18,32,0.2734375,0.4921875,0,1,0,0
3987,19,32,0.2890625,0.4921875,0,1,0,0
3988,20,32,0.3046875,0.4921875,0,1,0,0
3989,21,32,0.3203125,0.4921875,0,1,0,0
3990,22,32,0.3359375,0.4921875,0,1,0,0
3991,23,32,0.3515625,0.4921875,0,1,0,0
3992,24,32,0.3671875,0.4921875,0,1,0,0
3993,25,32,0.3828125,0.4921875,0,1,0,0
3994,26,32,0.3984375,0.4921875,0,1,0,0
3995,27,32,0.4140625,0.4921875,0,1,0,0
3996,28,32,0.4296875,0.4921875,0,1,0,0
3997,29,32,0.4453125,0.4921875,0,1,0,0
3998,30,32,0.4609375,0.4921875,0,1,0,0
3999,31,32,0.4765625,0.4921875,0,1,0,0
4000,32,32,0.4921875,0.4921875,0,1,0,0
4001,33,32,0.5078125,0.4921875,1,0,24,24
4002,34,32,0.5234375,0.4921875,1,0,12,12
4003,35,32,0.5390625,0.4921875,1,0,24,24
4004,36,32,0.5546875,0.4921875,1,0,8,8
4005,37,32,0.5703125,0.4921875,1,0,23,23
4006,38,32,0.5859375,0.4921875,1,0,16,16
4007,39,32,0.6015625,0.4921875,1,0,15,15
4008,40,32,0.6171875,0.4921875,1,0,22,22
4009,41,32,0.6328125,0.4921875,1,0,12,12
4010,42,32,0.6484375,0.4921875,1,0,19,19
4011,43,32,0.6640625,0.4921875,1,0,34,34
4012,44,32,0.6796875,0.4921875,1,0,21,21
4013,45,32,0.6953125,0.4921875,1,0,21,21
4014,46,32,0.7109375,0.4921875,1,0,28,28
4015,47,32,0.7265625,0.4921875,1,0,15,15
4016,48,32,0.7421875,0.4921875,1,0,10,10
4017,49,32,0.7578125,0.4921875,1,0,15,15
4018,50,32,0.7734375,0.4921875,1,0,23,23
4019,51,32,0.7890625,0.4921875,1,0,16,16
4020,52,32,0.8046875,0.4921875,1,0,21,21
4021,53,32,0.8203125,0.4921875,1,0,17,17
4022,54,32,0.8359375,0.4921875,1,0,18,18
4023,55,32,0.8515625,0.4921875,1,0,20,20
4024,56,32,0.8671875,0.4921875,1,0,31,31
4025,57,32,0.8828125,0.4921875,1,0,25,25
4026,58,32,0.8984375,0.4921875,1,0,24,24
4027,59,32,0.9140625,0.4921875,1,0,23,23
4028,60,32,0.9296875,0.4921875,1,0,25,25
4029,61,32,0.9453125,0.4921875,1,0,29,29
4030,62,32,0.9609375,0.4921875,1,0,13,13
4031,63,32,0.9765625,0.4921875,1,0,22,22
4032,64,32,0.9921875,0.4921875,1,0,12,12
4033,65,32,1.0078125,0.4921875,1,0,33,33
4034,66,32,1.0234375,0.4921875,1,0,26,26
4035,67,32,1.0390625,0.4921875,1,0,25,25
4036,68,32,1.0546875,0.4921875,1,0,18,18
4037,69,32,1.0703125,0.4921875,1,0,32,32
4038,70,32,1.0859375,0.4921875,1,0,15,15
4039,71,32,1.1015625,0.4921875,1,0,22,22
4040,72,32,1.1171875,0.4921875,1,0,21,21
4041,73,32,1.1328125,0.4921875,1,0,20,20
4042,74,32,1.1484375,0.4921875,1,0,15,15
4043,75,32,1.1640625,0.4921875,1,0,16,16
4044,76,32,1.1796875,0.4921875,1,0,23,23
4045,77,32,1.1953125,0.4921875,1,0,26,26
4046,78,32,1.2109375,0.4921875,1,0,10,10
4047,79,32,1.2265625,0.4921875,1,0,13,13
4048,80,32,1.2421875,0.4921875,1,0,24,24
4049,81,32,1.2578125,0.4921875,1,0,15,15
4050,82,32,1.2734375,0.4921875,1,0,28,28
4051,83,32,1.2890625,0.4921875,1,0,18,18
4052,84,32,1.3046875,0.4921875,1,0,18,18
4053,85,32,1.3203125,0.4921875,1,0,12,12
4054,86,32,1.3359375,0.4921875,1,0,16,16
4055,87,32,1.3515625,0.4921875,1,0,19,19
4056,88,32,1.3671875,0.4921875,1,0,19,19
4057,89,32,1.3828125,0.4921875,1,0,17,17
4058,90,32,1.3984375,0.4921875,1,0,17,17
4059,91,32,1.4140625,0.4921875,1,0,19,19
4060,92,32,1.4296875,0.4921875,1,0,28,28
4061,93,32,1.4453125,0.4921875,1,0,20,20
4062,94,32,1.4609375,0.4921875,1,0,28,28
4063,95,32,1.4765625,0.4921875,1,0,28,28
4064,96,32,1.4921875,0.4921875,1,0,18,18
4065,97,32,1.5078125,0.4921875,1,0,27,27
4066,98,32,1.5234375,0.4921875,1,0,8,8
4067,99,32,1.5390625,0.4921875,1,0,30,30
4068,100,32,1.5546875,0.4921875,1,0,26,26
4069,101,32,1.5703125,0.4921875,1,0,25,25
4070,102,32,1.5859375,0.4921875,1,0,11,11
4071,103,32,1.6015625,0.4921875,1,0,16,16
4072,104,32,1.6171875,0.4921875,1,0,32,32
4073,105,32,1.6328125,0.4921875,1,0,14,14
4074,106,32,1.6484375,0.4921875,1,0,25,25
4075,107,32,1.6640625,0.4921875,1,0,23,23
4076,108,32,1.6796875,0.4921875,1,0,20,20
4077,109,32,1.6953125,0.4921875,1,0,24,24
4078,110,32,1.7109375,0.4921875,1,0,24,24
4079,111,32,1.7265625,0.4921875,1,0,13,13
4080,112,32,1.7421875,0.4921875,1,0,21,21
4081,113,32,1.7578125,0.4921875,1,0,24,24
4082,114,32,1.7734375,0.4921875,1,0,17,17
4083,115,32,1.7890625,0.4921875,1,0,14,14
4084,116,32,1.8046875,0.4921875,1,0,30,30
4085,117,32,1.8203125,0.4921875,1,0,10,10
4086,118,32,1.8359375,0.4921875,1,0,26,26
4087,119,32,1.8515625,0.4921875,1,0,21,21
4088,120,32,1.8671875,0.4921875,1,0,16,16
4089,121,32,1.8828125,0.4921875,1,0,36,36
4090,122,32,1.8984375,0.4921875,1,0,19,19
4091,123,32,1.9140625,0.4921875,1,0,20,20
4092,124,32,1.9296875,0.4921875,1,0,16,16
4093,125,32,1.9453125,0.4921875,1,0,19,19
4094,126,32,1.9609375,0.4921875,1,0,6,6
4095,127,32,1.9765625,0.4921875,1,0,24,24
4096,128,32,1.9921875,0.4921875,1,0,28,28
4097,1,33,0.0078125,0.5078125,1,0,23,23
4098,2,33,0.0234375,0.5078125,1,0,25,25
4099,3,33,0.0390625,0.5078125,1,0,19,19
4100,4,33,0.0546875,0.5078125,1,0,18,18
4101,5,33,0.0703125,0.5078125,1,0,26,26
4102,6,33,0.0859375,0.5078125,1,0,25,25
4103,7,33,0.1015625,0.5078125,1,0,5,5
4104,8,33,0.1171875,0.5078125,1,0,13,13
4105,9,33,0.1328125,0.5078125,1,0,18,18
4106,10,33,0.1484375,0.5078125,1,0,26,26
4107,11,33,0.1640625,0.5078125,1,0,18,18
4108,12,33,0.1796875,0.5078125,1,0,25,25
4109,13,33,0.1953125,0.5078125,1,0,24,24
4110,14,33,0.2109375,0.5078125,1,0,17,17
4111,15,33,0.2265625,0.5078125,1,0,22,22
4112,16,33,0.2421875,0.5078125,1,0,22,22
4113,17,33,0.2578125,0.5078125,0,1,0,0
4114,18,33,0.2734375,0.5078125,0,1,0,0
4115,19,33,0.2890625,0.5078125,0,1,0,0
4116,20,33,0.3046875,0.5078125,0,1,0,0
4117,21,33,0.3203125,0.5078125,0,1,0,0
4118,22,33,0.3359375,0.5078125,0,1,0,0
4119,23,33,0.3515625,0.5078125,0,1,0,0
4120,24,33,0.3671875,0.5078125,0,1,0,0
4121,25,33,0.3828125,0.5078125,0,1,0,0
4122,26,33,0.3984375,0.5078125,0,1,0,0
4123,27,33,0.4140625,0.5078125,0,1,0,0
4124,28,33,0.4296875,0.5078125,0,1,0,0
4125,29,33,0.4453125,0.5078125,0,1,0,0
4126,30,33,0.4609375,0.5078125,0,1,0,0
4127,31,33,0.4765625,0.5078125,0,1,0,0
4128,32,33,0.4921875,0.5078125,0,1,0,0
4129,33,33,0.5078125,0.5078125,1,0,19,19
4130,34,33,0.5234375,0.5078125,1,0,11,11
4131,35,33,0.5390625,0.5078125,1,0,20,20
4132,36,33,0.5546875,0.5078125,1,0,16,16
4133,37,33,0.5703125,0.5078125,1,0,15,15
4134,38,33,0.5859375,0.5078125,1,0,23,23
4135,39,33,0.6015625,0.5078125,1,0,17,17
4136,40,33,0.6171875,0.5078125,1,0,28,28
4137,41,33,0.6328125,0.5078125,1,0,20,20
4138,42,33,0.6484375,0.5078125,1,0,27,27
4139,43,33,0.6640625,0.5078125,1,0,20,20
4140,44,33,0.6796875,0.5078125,1,0,20,20
4141,45,33,0.6953125,0.5078125,1,0,14,14
4142,46,33,0.7109375,0.5078125,1,0,21,21
4143,47,33,0.7265625,0.5078125,1,0,22,22
4144,48,33,0.7421875,0.5078125,1,0,13,13
4145,49,33,0.7578125,0.5078125,1,0,19,19
4146,50,33,0.7734375,0.5078125,1,0,21,21
4147,51,33,0.7890625,0.5078125,1,0,23,23
4148,52,33,0.8046875,0.5078125,1,0,25,25
4149,53,33,0.8203125,0.5078125,1,0,15,15
4150,54,33,0.8359375,0.5078125,1,0,23,23
4151,55,33,0.8515625,0.5078125,1,0,12,12
4152,56,33,0.8671875,0.5078125,1,0,26,26
4153,57,33,0.8828125,0.5078125,1,0,35,35
4154,58,33,0.8984375,0.5078125,1,0,12,12
4155,59,33,0.9140625,0.5078125,1,0,20,20
4156,60,33,0.9296875,0.5078125,1,0,28,28
4157,61,33,0.9453125,0.5078125,1,0,17,17
4158,62,33,0.9609375,0.5078125,1,0,25,25
4159,63,33,0.9765625,0.5078125,1,0,12,12
4160,64,33,0.9921875,0.5078125,1,0,20,20
4161,65,33,1.0078125,0.5078125,1,0,8,8
4162,66,33,1.0234375,0.5078125,1,0,36,36
4163,67,33,1.0390625,0.5078125,1,0,18,18
4164,68,33,1.0546875,0.5078125,1,0,14,14
4165,69,33,1.0703125,0.5078125,1,0,17,17
4166,70,33,1.0859375,0.5078125,1,0,31,31
4167,71,33,1.1015625,0.5078125,1,0,19,19
4168,72,33,1.1171875,0.5078125,1,0,22,22
4169,73,33,1.1328125,0.5078125,1,0,23,23
4170,74,33,1.1484375,0.5078125,1,0,19,19
4171,75,33,1.1640625,0.5078125,1,0,26,26
4172,76,33,1.1796875,0.5078125,1,0,31,31
4173,77,33,1.1953125,0.5078125,1,0,22,22
4174,78,33,1.2109375,0.5078125,1,0,20,20
4175,79,33,1.2265625,0.5078125,1,0,12,12
4176,80,33,1.2421875,0.5078125,1,0,25,25
4177,81,33,1.2578125,0.5078125,1,0,6,6
4178,82,33,1.2734375,0.5078125,1,0,20,20
4179,83,33,1.2890625,0.5078125,1,0,23,23
4180,84,33,1.3046875,0.5078125,1,0,15,15
4181,85,33,1.3203125,0.5078125,1,0,20,20
4182,86,33,1.3359375,0.5078125,1,0,25,25
4183,87,33,1.3515625,0.5078125,1,0,28,28
4184,88,33,1.3671875,0.5078125,1,0,28,28
4185,89,33,1.3828125,0.5078125,1,0,13,13
4186,90,33,1.3984375,0.5078125,1,0,21,21
4187,91,33,1.4140625,0.5078125,1,0,11,11
4188,92,33,1.4296875,0.5078125,1,0,7,7
4189,93,33,1.4453125,0.5078125,1,0,27,27
4190,94,33,1.4609375,0.5078125,1,0,19,19
4191,95,33,1.4765625,0.5078125,1,0,9,9
4192,96,33,1.4921875,0.5078125,1,0,16,16
4193,97,33,1.5078125,0.5078125,1,0,27,27
4194,98,33,1.5234375,0.5078125,1,0,23,23
4195,99,33,1.5390625,0.5078125,1,0,23,23
4196,100,33,1.5546875,0.5078125,1,0,14,14
4197,101,33,1.5703125,0.5078125,1,0,20,20
4198,102,33,1.5859375,0.5078125,1,0,33,33
4199,103,33,1.6015625,0.5078125,1,0,28,28
4200,104,33,1.6171875,0.5078125,1,0,21,21
4201,105,33,1.6328125,0.5078125,1,0,24,24
4202,106,33,1.6484375,0.5078125,1,0,31,31
4203,107,33,1.6640625,0.5078125,1,0,17,17
4204,108,33,1.6796875,0.5078125,1,0,18,18
4205,109,33,1.6953125,0.5078125,1,0,25,25
4206,110,33,1.7109375,0.5078125,1,0,23,23
4207,111,33,1.7265625,0.5078125,1,0,7,7
4208,112,33,1.7421875,0.5078125,1,0,15,15
4209,113,33,1.7578125,0.5078125,1,0,27,27
4210,114,33,1.7734375,0.5078125,1,0,21,21
4211,115,33,1.7890625,0.5078125,1,0,28,28
4212,116,33,1.8046875,0.5078125,1,0,27,27
4213,117,33,1.8203125,0.5078125,1,0,24,24
4214,118,33,1.8359375,0.5078125,1,0,26,26
4215,119,33,1.8515625,0.5078125,1,0,29,29
4216,120,33,1.8671875,0.5078125,1,0,19,19
4217,121,33,1.8828125,0.5078125,1,0,25,25
4218,122,33,1.8984375,0.5078125,1,0,21,21
4219,123,33,1.9140625,0.5078125,1,0,5,5
4220,124,33,1.9296875,0.5078125,1,0,24,24
4221,125,33,1.9453125,0.5078125,1,0,13,13
4222,126,33,1.9609375,0.5078125,1,0,18,18
4223,127,33,1.9765625,0.5078125,1,0,12,12
4224,128,33,1.9921875,0.5078125,1,0,16,16
4225,1,34,0.0078125,0.5234375,1,0,23,23
4226,2,34,0.0234375,0.5234375,1,0,21,21
4227,3,34,0.0390625,0.5234375,1,0,16,16
4228,4,34,0.0546875,0.5234375,1,0,26,26
4229,5,34,0.0703125,0.5234375,1,0,20,20
4230,6,34,0.0859375,0.5234375,1,0,17,17
4231,7,34,0.1015625,0.5234375,1,0,21,21
4232,8,34,0.1171875,0.5234375,1,0,15,15
4233,9,34,0.1328125,0.5234375,1,0,16,16
4234,10,34,0.1484375,0.5234375,1,0,16,16
4235,11,34,0.1640625,0.5234375,1,0,18,18
4236,12,34,0.1796875,0.5234375,1,0,21,21
4237,13,34,0.1953125,0.5234375,1,0,21,21
4238,14,34,0.2109375,0.5234375,1,0,19,19
4239,15,34,0.2265625,0.5234375,1,0,10,10
4240,16,34,0.2421875,0.5234375,1,0,21,21
4241,17,34,0.2578125,0.5234375,0,1,0,0
4242,18,34,0.2734375,0.5234375,0,1,0,0
4243,19,34,0.2890625,0.5234375,0,1,0,0
4244,20,34,0.3046875,0.5234375,0,1,0,0
4245,21,34,0.3203125,0.5234375,0,1,0,0
4246,22,34,0.3359375,0.5234375,0,1,0,0
4247,23,34,0.3515625,0.5234375,0,1,0,0
4248,24,34,0.3671875,0.5234375,0,1,0,0
4249,25,34,0.3828125,0.5234375,0,1,0,0
4250,26,34,0.3984375,0.5234375,0,1,0,0
4251,27,34,0.4140625,0.5234375,0,1,0,0
4252,28,34,0.4296875,0.5234375,0,1,0,0
4253,29,34,0.4453125,0.5234375,0,1,0,0
4254,30,34,0.4609375,0.5234375,0,1,0,0
4255,31,34,0.4765625,0.5234375,0,1,0,0
4256,32,34,0.4921875,0.5234375,0,1,0,0
4257,33,34,0.5078125,0.5234375,1,0,21,21
4258,34,34,0.5234375,0.5234375,1,0,17,17
4259,35,34,0.5390625,0.5234375,1,0,25,25
4260,36,34,0.5546875,0.5234375,1,0,31,31
4261,37,34,0.5703125,0.5234375,1,0,20,20
4262,38,34,0.5859375,0.5234375,1,0,17,17
4263,39,34,0.6015625,0.5234375,1,0,18,18
4264,40,34,0.6171875,0.5234375,1,0,9,9
4265,41,34,0.6328125,0.5234375,1,0,23,23
4266,42,34,0.6484375,0.5234375,1,0,16,16
4267,43,34,0.6640625,0.5234375,1,0,30,30
4268,44,34,0.6796875,0.5234375,1,0,23,23
4269,45,34,0.6953125,0.5234375,1,0,13,13
4270,46,34,0.7109375,0.5234375,1,0,26,26
4271,47,34,0.7265625,0.5234375,1,0,14,14
4272,48,34,0.7421875,0.5234375,1,0,18,18
4273,49,34,0.7578125,0.5234375,1,0,12,12
4274,50,34,0.7734375,0.5234375,1,0,19,19
4275,51,34,0.7890625,0.5234375,1,0,27,27
4276,52,34,0.8046875,0.5234375,1,0,21,21
4277,53,34,0.8203125,0.5234375,1,0,22,22
4278,54,34,0.8359375,0.5234375,1,0,17,17
4279,55,34,0.8515625,0.5234375,1,0,23,23
4280,56,34,0.8671875,0.5234375,1,0,18,18
4281,57,34,0.8828125,0.5234375,1,0,36,36
